QueryNumber;[DocRanking, DocNumber, Similarity]
00079;[591, 1212, 0.008361992875184587]
00079;[592, 854, 0.008361992875184587]
00079;[593, 752, 0.008361992875184587]
00079;[594, 819, 0.008361992875184587]
00079;[595, 632, 0.008361992875184587]
00079;[596, 196, 0.008361992875184587]
00079;[597, 876, 0.008361992875184587]
00079;[598, 178, 0.008361992875184587]
00079;[599, 621, 0.008361992875184587]
00079;[600, 890, 0.008361992875184587]
00079;[601, 1201, 0.008361992875184587]
00079;[602, 206, 0.008361992875184587]
00079;[603, 760, 0.008361992875184587]
00079;[604, 822, 0.008361992875184587]
00079;[605, 635, 0.008361992875184587]
00079;[606, 1042, 0.008361992875184587]
00079;[607, 846, 0.008361992875184587]
00079;[608, 79, 0.008361992875184587]
00079;[609, 1237, 0.008361992875184587]
00079;[610, 1062, 0.008361992875184587]
00079;[611, 671, 0.008361992875184587]
00079;[612, 655, 0.008361992875184587]
00079;[613, 885, 0.008361992875184587]
00079;[614, 1163, 0.008361992875184587]
00079;[615, 841, 0.008361992875184587]
00079;[616, 1135, 0.008361992875184587]
00079;[617, 571, 0.008361992875184587]
00079;[618, 1153, 0.008361992875184587]
00079;[619, 576, 0.008361992875184587]
00079;[620, 503, 0.008361992875184587]
00079;[621, 378, 0.008361992875184587]
00079;[622, 301, 0.008361992875184587]
00079;[623, 117, 0.008361992875184587]
00079;[624, 514, 0.008361992875184587]
00079;[625, 963, 0.008361992875184587]
00079;[626, 973, 0.008361992875184587]
00079;[627, 294, 0.008361992875184587]
00079;[628, 630, 0.008361992875184587]
00079;[629, 1076, 0.008361992875184587]
00079;[630, 640, 0.008361992875184587]
00079;[631, 450, 0.008361992875184587]
00079;[632, 173, 0.008361992875184587]
00079;[633, 739, 0.008361992875184587]
00079;[634, 874, 0.008361992875184587]
00079;[635, 404, 0.008361992875184587]
00079;[636, 961, 0.008361992875184587]
00079;[637, 1022, 0.008361992875184587]
00079;[638, 375, 0.008361992875184587]
00079;[639, 1074, 0.008361992875184587]
00079;[640, 423, 0.008361992875184587]
00079;[641, 1181, 0.008361992875184587]
00079;[642, 710, 0.008361992875184587]
00079;[643, 566, 0.008361992875184587]
00079;[644, 743, 0.008361992875184587]
00079;[645, 216, 0.008361992875184587]
00079;[646, 313, 0.008361992875184587]
00079;[647, 892, 0.008361992875184587]
00079;[648, 1096, 0.008361992875184587]
00079;[649, 702, 0.008361992875184587]
00079;[650, 1046, 0.008361992875184587]
00079;[651, 257, 0.008361992875184587]
00079;[652, 533, 0.008361992875184587]
00079;[653, 286, 0.008361992875184587]
00079;[654, 467, 0.008361992875184587]
00079;[655, 12, 0.007316743765786514]
00079;[656, 1142, 0.007316743765786514]
00079;[657, 291, 0.007316743765786514]
00079;[658, 1109, 0.007316743765786514]
00079;[659, 437, 0.007316743765786514]
00079;[660, 149, 0.007316743765786514]
00079;[661, 103, 0.007316743765786514]
00079;[662, 896, 0.007316743765786514]
00079;[663, 1073, 0.007316743765786514]
00079;[664, 76, 0.007316743765786514]
00079;[665, 86, 0.007316743765786514]
00079;[666, 843, 0.007316743765786514]
00079;[667, 796, 0.007316743765786514]
00079;[668, 51, 0.007316743765786514]
00079;[669, 122, 0.007316743765786514]
00079;[670, 308, 0.007316743765786514]
00079;[671, 930, 0.007316743765786514]
00079;[672, 272, 0.007316743765786514]
00079;[673, 572, 0.007316743765786514]
00079;[674, 569, 0.007316743765786514]
00079;[675, 875, 0.007316743765786514]
00079;[676, 1223, 0.007316743765786514]
00079;[677, 123, 0.007316743765786514]
00079;[678, 1122, 0.007316743765786514]
00079;[679, 777, 0.007316743765786514]
00079;[680, 721, 0.007316743765786514]
00079;[681, 174, 0.007316743765786514]
00079;[682, 706, 0.007316743765786514]
00079;[683, 346, 0.007316743765786514]
00079;[684, 1114, 0.007316743765786514]
00079;[685, 784, 0.007316743765786514]
00079;[686, 1005, 0.007316743765786514]
00079;[687, 486, 0.007316743765786514]
00079;[688, 271, 0.007316743765786514]
00079;[689, 1194, 0.007316743765786514]
00079;[690, 3, 0.007316743765786514]
00079;[691, 605, 0.007316743765786514]
00079;[692, 387, 0.007316743765786514]
00079;[693, 177, 0.007316743765786514]
00079;[694, 393, 0.007316743765786514]
00079;[695, 288, 0.007316743765786514]
00079;[696, 1208, 0.007316743765786514]
00079;[697, 234, 0.007316743765786514]
00079;[698, 444, 0.007316743765786514]
00079;[699, 352, 0.007316743765786514]
00079;[700, 254, 0.007316743765786514]
00079;[701, 589, 0.007316743765786514]
00079;[702, 362, 0.007316743765786514]
00079;[703, 815, 0.007316743765786514]
00079;[704, 47, 0.007316743765786514]
00079;[705, 491, 0.007316743765786514]
00079;[706, 1075, 0.007316743765786514]
00079;[707, 131, 0.007316743765786514]
00079;[708, 602, 0.007316743765786514]
00079;[709, 74, 0.007316743765786514]
00079;[710, 1065, 0.007316743765786514]
00079;[711, 448, 0.007316743765786514]
00079;[712, 22, 0.007316743765786514]
00079;[713, 303, 0.007316743765786514]
00079;[714, 180, 0.007316743765786514]
00079;[715, 852, 0.007316743765786514]
00079;[716, 788, 0.007316743765786514]
00079;[717, 1239, 0.007316743765786514]
00079;[718, 109, 0.007316743765786514]
00079;[719, 909, 0.007316743765786514]
00079;[720, 1211, 0.007316743765786514]
00079;[721, 683, 0.007316743765786514]
00079;[722, 761, 0.007316743765786514]
00079;[723, 1204, 0.007316743765786514]
00079;[724, 613, 0.00627149465638844]
00079;[725, 300, 0.00627149465638844]
00079;[726, 426, 0.00627149465638844]
00079;[727, 148, 0.00627149465638844]
00079;[728, 527, 0.00627149465638844]
00079;[729, 574, 0.00627149465638844]
00079;[730, 64, 0.00627149465638844]
00079;[731, 1064, 0.00627149465638844]
00079;[732, 525, 0.00627149465638844]
00079;[733, 412, 0.00627149465638844]
00079;[734, 146, 0.00627149465638844]
00079;[735, 793, 0.00627149465638844]
00079;[736, 184, 0.00627149465638844]
00079;[737, 287, 0.00627149465638844]
00079;[738, 1059, 0.00627149465638844]
00079;[739, 30, 0.00627149465638844]
00079;[740, 92, 0.00627149465638844]
00079;[741, 217, 0.00627149465638844]
00079;[742, 934, 0.00627149465638844]
00079;[743, 302, 0.00627149465638844]
00079;[744, 518, 0.00627149465638844]
00079;[745, 575, 0.00627149465638844]
00079;[746, 284, 0.00627149465638844]
00079;[747, 5, 0.00627149465638844]
00079;[748, 237, 0.00627149465638844]
00079;[749, 992, 0.00627149465638844]
00079;[750, 526, 0.00627149465638844]
00079;[751, 704, 0.00627149465638844]
00079;[752, 62, 0.00627149465638844]
00079;[753, 732, 0.00627149465638844]
00079;[754, 869, 0.00627149465638844]
00079;[755, 1088, 0.00627149465638844]
00079;[756, 479, 0.00627149465638844]
00079;[757, 888, 0.00627149465638844]
00079;[758, 937, 0.00627149465638844]
00079;[759, 953, 0.00627149465638844]
00079;[760, 699, 0.00627149465638844]
00079;[761, 626, 0.00627149465638844]
00079;[762, 862, 0.00627149465638844]
00079;[763, 1207, 0.00627149465638844]
00079;[764, 199, 0.00627149465638844]
00079;[765, 1205, 0.00627149465638844]
00079;[766, 245, 0.00627149465638844]
00079;[767, 233, 0.00627149465638844]
00079;[768, 582, 0.00627149465638844]
00079;[769, 946, 0.00627149465638844]
00079;[770, 292, 0.00627149465638844]
00079;[771, 810, 0.00627149465638844]
00079;[772, 637, 0.00627149465638844]
00079;[773, 1138, 0.00627149465638844]
00079;[774, 998, 0.00627149465638844]
00079;[775, 938, 0.00627149465638844]
00079;[776, 218, 0.00627149465638844]
00079;[777, 539, 0.00627149465638844]
00079;[778, 1098, 0.00627149465638844]
00079;[779, 705, 0.00627149465638844]
00079;[780, 312, 0.00627149465638844]
00079;[781, 232, 0.00627149465638844]
00079;[782, 1128, 0.00627149465638844]
00079;[783, 920, 0.00627149465638844]
00079;[784, 94, 0.00627149465638844]
00079;[785, 53, 0.00627149465638844]
00079;[786, 1001, 0.00627149465638844]
00079;[787, 1100, 0.00627149465638844]
00079;[788, 889, 0.00627149465638844]
00079;[789, 138, 0.00627149465638844]
00079;[790, 285, 0.00627149465638844]
00079;[791, 388, 0.00627149465638844]
00079;[792, 420, 0.00627149465638844]
00079;[793, 39, 0.00627149465638844]
00079;[794, 443, 0.00627149465638844]
00079;[795, 154, 0.00627149465638844]
00079;[796, 555, 0.00627149465638844]
00079;[797, 1168, 0.00627149465638844]
00079;[798, 1188, 0.00627149465638844]
00079;[799, 478, 0.00627149465638844]
00079;[800, 790, 0.00627149465638844]
00079;[801, 160, 0.00627149465638844]
00079;[802, 1047, 0.00627149465638844]
00079;[803, 354, 0.00627149465638844]
00079;[804, 871, 0.00627149465638844]
00079;[805, 544, 0.00627149465638844]
00079;[806, 519, 0.00627149465638844]
00079;[807, 1176, 0.00627149465638844]
00079;[808, 1232, 0.00627149465638844]
00079;[809, 1192, 0.00627149465638844]
00079;[810, 1189, 0.00627149465638844]
00079;[811, 1136, 0.00627149465638844]
00079;[812, 634, 0.00627149465638844]
00079;[813, 15, 0.00627149465638844]
00079;[814, 1140, 0.00627149465638844]
00079;[815, 1006, 0.00627149465638844]
00079;[816, 1106, 0.00627149465638844]
00079;[817, 927, 0.005226245546990366]
00079;[818, 181, 0.005226245546990366]
00079;[819, 457, 0.005226245546990366]
00079;[820, 500, 0.005226245546990366]
00079;[821, 887, 0.005226245546990366]
00079;[822, 1020, 0.005226245546990366]
00079;[823, 972, 0.005226245546990366]
00079;[824, 267, 0.005226245546990366]
00079;[825, 873, 0.005226245546990366]
00079;[826, 38, 0.005226245546990366]
00079;[827, 970, 0.005226245546990366]
00079;[828, 9, 0.005226245546990366]
00079;[829, 161, 0.005226245546990366]
00079;[830, 623, 0.005226245546990366]
00079;[831, 85, 0.005226245546990366]
00079;[832, 1008, 0.005226245546990366]
00079;[833, 701, 0.005226245546990366]
00079;[834, 1134, 0.005226245546990366]
00079;[835, 995, 0.005226245546990366]
00079;[836, 293, 0.005226245546990366]
00079;[837, 817, 0.005226245546990366]
00079;[838, 916, 0.005226245546990366]
00079;[839, 687, 0.005226245546990366]
00079;[840, 859, 0.005226245546990366]
00079;[841, 351, 0.005226245546990366]
00079;[842, 113, 0.005226245546990366]
00079;[843, 913, 0.005226245546990366]
00079;[844, 70, 0.005226245546990366]
00079;[845, 1125, 0.005226245546990366]
00079;[846, 979, 0.005226245546990366]
00079;[847, 1060, 0.005226245546990366]
00079;[848, 878, 0.005226245546990366]
00079;[849, 364, 0.005226245546990366]
00079;[850, 1027, 0.005226245546990366]
00079;[851, 523, 0.005226245546990366]
00079;[852, 941, 0.005226245546990366]
00079;[853, 28, 0.005226245546990366]
00079;[854, 898, 0.005226245546990366]
00079;[855, 814, 0.005226245546990366]
00079;[856, 984, 0.005226245546990366]
00079;[857, 848, 0.005226245546990366]
00079;[858, 361, 0.005226245546990366]
00079;[859, 391, 0.005226245546990366]
00079;[860, 966, 0.005226245546990366]
00079;[861, 991, 0.005226245546990366]
00079;[862, 832, 0.005226245546990366]
00079;[863, 110, 0.005226245546990366]
00079;[864, 649, 0.005226245546990366]
00079;[865, 382, 0.005226245546990366]
00079;[866, 398, 0.005226245546990366]
00079;[867, 476, 0.005226245546990366]
00079;[868, 336, 0.005226245546990366]
00079;[869, 142, 0.005226245546990366]
00079;[870, 717, 0.005226245546990366]
00079;[871, 591, 0.005226245546990366]
00079;[872, 741, 0.005226245546990366]
00079;[873, 884, 0.005226245546990366]
00079;[874, 1131, 0.005226245546990366]
00079;[875, 49, 0.005226245546990366]
00079;[876, 1238, 0.005226245546990366]
00079;[877, 115, 0.005226245546990366]
00079;[878, 99, 0.005226245546990366]
00079;[879, 363, 0.005226245546990366]
00079;[880, 75, 0.005226245546990366]
00079;[881, 425, 0.005226245546990366]
00079;[882, 264, 0.005226245546990366]
00079;[883, 537, 0.005226245546990366]
00079;[884, 1019, 0.005226245546990366]
00079;[885, 407, 0.005226245546990366]
00079;[886, 87, 0.005226245546990366]
00079;[887, 994, 0.005226245546990366]
00079;[888, 205, 0.005226245546990366]
00079;[889, 433, 0.005226245546990366]
00079;[890, 967, 0.005226245546990366]
00079;[891, 214, 0.005226245546990366]
00079;[892, 1118, 0.005226245546990366]
00079;[893, 1127, 0.005226245546990366]
00079;[894, 1161, 0.005226245546990366]
00079;[895, 475, 0.005226245546990366]
00079;[896, 587, 0.005226245546990366]
00079;[897, 801, 0.005226245546990366]
00079;[898, 1124, 0.005226245546990366]
00079;[899, 413, 0.005226245546990366]
00079;[900, 553, 0.005226245546990366]
00079;[901, 255, 0.005226245546990366]
00079;[902, 169, 0.005226245546990366]
00079;[903, 357, 0.005226245546990366]
00079;[904, 867, 0.005226245546990366]
00079;[905, 983, 0.005226245546990366]
00079;[906, 224, 0.005226245546990366]
00079;[907, 309, 0.005226245546990366]
00079;[908, 990, 0.005226245546990366]
00079;[909, 480, 0.005226245546990366]
00079;[910, 1224, 0.004180996437592293]
00079;[911, 787, 0.004180996437592293]
00079;[912, 1049, 0.004180996437592293]
00079;[913, 594, 0.004180996437592293]
00079;[914, 928, 0.004180996437592293]
00079;[915, 114, 0.004180996437592293]
00079;[916, 13, 0.004180996437592293]
00079;[917, 698, 0.004180996437592293]
00079;[918, 497, 0.004180996437592293]
00079;[919, 402, 0.004180996437592293]
00079;[920, 881, 0.004180996437592293]
00079;[921, 604, 0.004180996437592293]
00079;[922, 384, 0.004180996437592293]
00079;[923, 824, 0.004180996437592293]
00079;[924, 977, 0.004180996437592293]
00079;[925, 770, 0.004180996437592293]
00079;[926, 466, 0.004180996437592293]
00079;[927, 1050, 0.004180996437592293]
00079;[928, 690, 0.004180996437592293]
00079;[929, 269, 0.004180996437592293]
00079;[930, 642, 0.004180996437592293]
00079;[931, 606, 0.004180996437592293]
00079;[932, 547, 0.004180996437592293]
00079;[933, 10, 0.004180996437592293]
00079;[934, 910, 0.004180996437592293]
00079;[935, 707, 0.004180996437592293]
00079;[936, 499, 0.004180996437592293]
00079;[937, 1147, 0.004180996437592293]
00079;[938, 857, 0.004180996437592293]
00079;[939, 474, 0.004180996437592293]
00079;[940, 228, 0.004180996437592293]
00079;[941, 1182, 0.004180996437592293]
00079;[942, 581, 0.004180996437592293]
00079;[943, 17, 0.004180996437592293]
00079;[944, 1085, 0.004180996437592293]
00079;[945, 827, 0.004180996437592293]
00079;[946, 438, 0.004180996437592293]
00079;[947, 366, 0.004180996437592293]
00079;[948, 1057, 0.004180996437592293]
00079;[949, 530, 0.004180996437592293]
00079;[950, 668, 0.004180996437592293]
00079;[951, 1045, 0.004180996437592293]
00079;[952, 96, 0.004180996437592293]
00079;[953, 230, 0.004180996437592293]
00079;[954, 1196, 0.004180996437592293]
00079;[955, 41, 0.004180996437592293]
00079;[956, 380, 0.004180996437592293]
00079;[957, 997, 0.004180996437592293]
00079;[958, 409, 0.004180996437592293]
00079;[959, 929, 0.004180996437592293]
00079;[960, 1026, 0.004180996437592293]
00079;[961, 783, 0.004180996437592293]
00079;[962, 311, 0.004180996437592293]
00079;[963, 919, 0.004180996437592293]
00079;[964, 1113, 0.004180996437592293]
00079;[965, 273, 0.004180996437592293]
00079;[966, 446, 0.004180996437592293]
00079;[967, 183, 0.004180996437592293]
00079;[968, 809, 0.004180996437592293]
00079;[969, 419, 0.004180996437592293]
00079;[970, 471, 0.004180996437592293]
00079;[971, 681, 0.004180996437592293]
00079;[972, 1110, 0.004180996437592293]
00079;[973, 723, 0.004180996437592293]
00079;[974, 996, 0.004180996437592293]
00079;[975, 691, 0.004180996437592293]
00079;[976, 1017, 0.004180996437592293]
00079;[977, 830, 0.004180996437592293]
00079;[978, 540, 0.004180996437592293]
00079;[979, 736, 0.004180996437592293]
00079;[980, 156, 0.004180996437592293]
00079;[981, 1169, 0.004180996437592293]
00079;[982, 340, 0.004180996437592293]
00079;[983, 560, 0.004180996437592293]
00079;[984, 207, 0.004180996437592293]
00079;[985, 758, 0.004180996437592293]
00079;[986, 924, 0.004180996437592293]
00079;[987, 105, 0.004180996437592293]
00079;[988, 570, 0.004180996437592293]
00079;[989, 638, 0.004180996437592293]
00079;[990, 1107, 0.004180996437592293]
00079;[991, 870, 0.004180996437592293]
00079;[992, 266, 0.004180996437592293]
00079;[993, 543, 0.004180996437592293]
00079;[994, 921, 0.004180996437592293]
00079;[995, 1198, 0.004180996437592293]
00079;[996, 120, 0.004180996437592293]
00079;[997, 820, 0.004180996437592293]
00079;[998, 23, 0.004180996437592293]
00079;[999, 468, 0.004180996437592293]
00079;[1000, 130, 0.004180996437592293]
00079;[1001, 600, 0.004180996437592293]
00079;[1002, 506, 0.00313574732819422]
00079;[1003, 262, 0.00313574732819422]
00079;[1004, 936, 0.00313574732819422]
00079;[1005, 763, 0.00313574732819422]
00079;[1006, 825, 0.00313574732819422]
00079;[1007, 275, 0.00313574732819422]
00079;[1008, 556, 0.00313574732819422]
00079;[1009, 678, 0.00313574732819422]
00079;[1010, 914, 0.00313574732819422]
00079;[1011, 797, 0.00313574732819422]
00079;[1012, 2, 0.00313574732819422]
00079;[1013, 1082, 0.00313574732819422]
00079;[1014, 140, 0.00313574732819422]
00079;[1015, 1051, 0.00313574732819422]
00079;[1016, 708, 0.00313574732819422]
00079;[1017, 722, 0.00313574732819422]
00079;[1018, 1159, 0.00313574732819422]
00079;[1019, 381, 0.00313574732819422]
00079;[1020, 654, 0.00313574732819422]
00079;[1021, 97, 0.00313574732819422]
00079;[1022, 952, 0.00313574732819422]
00079;[1023, 316, 0.00313574732819422]
00079;[1024, 1141, 0.00313574732819422]
00079;[1025, 1119, 0.00313574732819422]
00079;[1026, 1004, 0.00313574732819422]
00079;[1027, 651, 0.00313574732819422]
00079;[1028, 152, 0.00313574732819422]
00079;[1029, 32, 0.00313574732819422]
00079;[1030, 618, 0.00313574732819422]
00079;[1031, 198, 0.00313574732819422]
00079;[1032, 339, 0.00313574732819422]
00079;[1033, 127, 0.00313574732819422]
00079;[1034, 472, 0.00313574732819422]
00079;[1035, 42, 0.00313574732819422]
00079;[1036, 1024, 0.00313574732819422]
00079;[1037, 166, 0.00313574732819422]
00079;[1038, 1072, 0.00313574732819422]
00079;[1039, 1054, 0.00313574732819422]
00079;[1040, 461, 0.00313574732819422]
00079;[1041, 636, 0.00313574732819422]
00079;[1042, 212, 0.00313574732819422]
00079;[1043, 344, 0.00313574732819422]
00079;[1044, 1166, 0.00313574732819422]
00079;[1045, 211, 0.00313574732819422]
00079;[1046, 629, 0.00313574732819422]
00079;[1047, 231, 0.00313574732819422]
00079;[1048, 1231, 0.00313574732819422]
00079;[1049, 20, 0.00313574732819422]
00079;[1050, 35, 0.00313574732819422]
00079;[1051, 1179, 0.00313574732819422]
00079;[1052, 44, 0.00313574732819422]
00079;[1053, 853, 0.00313574732819422]
00079;[1054, 971, 0.00313574732819422]
00079;[1055, 718, 0.00313574732819422]
00079;[1056, 78, 0.00313574732819422]
00079;[1057, 143, 0.00313574732819422]
00079;[1058, 1137, 0.00313574732819422]
00079;[1059, 1129, 0.00313574732819422]
00079;[1060, 379, 0.00313574732819422]
00079;[1061, 157, 0.00313574732819422]
00079;[1062, 45, 0.00313574732819422]
00079;[1063, 789, 0.00313574732819422]
00079;[1064, 492, 0.00313574732819422]
00079;[1065, 1233, 0.00313574732819422]
00079;[1066, 365, 0.00313574732819422]
00079;[1067, 164, 0.00313574732819422]
00079;[1068, 933, 0.00313574732819422]
00079;[1069, 685, 0.00313574732819422]
00079;[1070, 385, 0.00313574732819422]
00079;[1071, 677, 0.00313574732819422]
00079;[1072, 408, 0.00313574732819422]
00079;[1073, 249, 0.0020904982187961467]
00079;[1074, 679, 0.0020904982187961467]
00079;[1075, 1063, 0.0020904982187961467]
00079;[1076, 1133, 0.0020904982187961467]
00079;[1077, 1229, 0.0020904982187961467]
00079;[1078, 562, 0.0020904982187961467]
00079;[1079, 757, 0.0020904982187961467]
00079;[1080, 906, 0.0020904982187961467]
00079;[1081, 454, 0.0020904982187961467]
00079;[1082, 421, 0.0020904982187961467]
00079;[1083, 1228, 0.0020904982187961467]
00079;[1084, 1094, 0.0020904982187961467]
00079;[1085, 851, 0.0020904982187961467]
00079;[1086, 1184, 0.0020904982187961467]
00079;[1087, 1214, 0.0020904982187961467]
00079;[1088, 158, 0.0020904982187961467]
00079;[1089, 597, 0.0020904982187961467]
00079;[1090, 1068, 0.0020904982187961467]
00079;[1091, 863, 0.0020904982187961467]
00079;[1092, 780, 0.0020904982187961467]
00079;[1093, 464, 0.0020904982187961467]
00079;[1094, 54, 0.0020904982187961467]
00079;[1095, 861, 0.0020904982187961467]
00079;[1096, 768, 0.0020904982187961467]
00079;[1097, 16, 0.0020904982187961467]
00079;[1098, 772, 0.0020904982187961467]
00079;[1099, 1025, 0.0020904982187961467]
00079;[1100, 1013, 0.0020904982187961467]
00079;[1101, 958, 0.0020904982187961467]
00079;[1102, 580, 0.0020904982187961467]
00079;[1103, 488, 0.0020904982187961467]
00079;[1104, 1077, 0.0020904982187961467]
00079;[1105, 1095, 0.0020904982187961467]
00079;[1106, 321, 0.0020904982187961467]
00079;[1107, 799, 0.0020904982187961467]
00079;[1108, 21, 0.0020904982187961467]
00079;[1109, 579, 0.0020904982187961467]
00079;[1110, 1010, 0.0020904982187961467]
00079;[1111, 289, 0.0020904982187961467]
00079;[1112, 850, 0.0020904982187961467]
00079;[1113, 374, 0.0020904982187961467]
00079;[1114, 1058, 0.0020904982187961467]
00079;[1115, 116, 0.0020904982187961467]
00079;[1116, 1056, 0.0020904982187961467]
00079;[1117, 427, 0.0020904982187961467]
00079;[1118, 252, 0.0020904982187961467]
00079;[1119, 210, 0.0020904982187961467]
00079;[1120, 759, 0.0020904982187961467]
00079;[1121, 1215, 0.0020904982187961467]
00079;[1122, 403, 0.0020904982187961467]
00079;[1123, 695, 0.0020904982187961467]
00079;[1124, 598, 0.0020904982187961467]
00079;[1125, 29, 0.0020904982187961467]
00079;[1126, 170, 0.0020904982187961467]
00079;[1127, 756, 0.0020904982187961467]
00079;[1128, 764, 0.0020904982187961467]
00079;[1129, 171, 0.0020904982187961467]
00079;[1130, 935, 0.0020904982187961467]
00079;[1131, 829, 0.0020904982187961467]
00079;[1132, 353, 0.0020904982187961467]
00079;[1133, 108, 0.0020904982187961467]
00079;[1134, 399, 0.0020904982187961467]
00079;[1135, 226, 0.0020904982187961467]
00079;[1136, 900, 0.0020904982187961467]
00079;[1137, 747, 0.0020904982187961467]
00079;[1138, 692, 0.0020904982187961467]
00079;[1139, 155, 0.0020904982187961467]
00079;[1140, 221, 0.0020904982187961467]
00079;[1141, 672, 0.0020904982187961467]
00079;[1142, 274, 0.0020904982187961467]
00079;[1143, 753, 0.0020904982187961467]
00079;[1144, 50, 0.0020904982187961467]
00079;[1145, 416, 0.0020904982187961467]
00079;[1146, 439, 0.0020904982187961467]
00079;[1147, 477, 0.0010452491093980733]
00079;[1148, 240, 0.0010452491093980733]
00079;[1149, 619, 0.0010452491093980733]
00079;[1150, 33, 0.0010452491093980733]
00079;[1151, 418, 0.0010452491093980733]
00079;[1152, 836, 0.0010452491093980733]
00079;[1153, 948, 0.0010452491093980733]
00079;[1154, 918, 0.0010452491093980733]
00079;[1155, 802, 0.0010452491093980733]
00079;[1156, 614, 0.0010452491093980733]
00079;[1157, 624, 0.0010452491093980733]
00079;[1158, 204, 0.0010452491093980733]
00079;[1159, 611, 0.0010452491093980733]
00079;[1160, 187, 0.0010452491093980733]
00079;[1161, 724, 0.0010452491093980733]
00079;[1162, 781, 0.0010452491093980733]
00079;[1163, 1040, 0.0010452491093980733]
00079;[1164, 229, 0.0010452491093980733]
00079;[1165, 609, 0.0010452491093980733]
00079;[1166, 1178, 0.0010452491093980733]
00079;[1167, 456, 0.0010452491093980733]
00079;[1168, 455, 0.0010452491093980733]
00079;[1169, 167, 0.0010452491093980733]
00079;[1170, 68, 0.0010452491093980733]
00079;[1171, 1061, 0.0010452491093980733]
00079;[1172, 1132, 0.0010452491093980733]
00079;[1173, 82, 0.0010452491093980733]
00079;[1174, 561, 0.0010452491093980733]
00079;[1175, 828, 0.0010452491093980733]
00079;[1176, 1158, 0.0010452491093980733]
00079;[1177, 834, 0.0010452491093980733]
00079;[1178, 666, 0.0010452491093980733]
00079;[1179, 182, 0.0010452491093980733]
00079;[1180, 904, 0.0010452491093980733]
00079;[1181, 1230, 0.0010452491093980733]
00079;[1182, 1101, 0.0010452491093980733]
00079;[1183, 808, 0.0010452491093980733]
00079;[1184, 720, 0.0010452491093980733]
00079;[1185, 1009, 0.0010452491093980733]
00079;[1186, 656, 0.0010452491093980733]
00079;[1187, 318, 0.0010452491093980733]
00079;[1188, 965, 0.0010452491093980733]
00079;[1189, 923, 0.0010452491093980733]
00080;[0, 1031, 4.237263154795222]
00080;[1, 279, 3.7812714043048667]
00080;[2, 767, 2.7652146328461082]
00080;[3, 244, 2.679358229677819]
00080;[4, 505, 2.640007848267621]
00080;[5, 299, 2.535450969149973]
00080;[6, 726, 2.520058125931242]
00080;[7, 955, 2.4334526408568027]
00080;[8, 134, 2.3397323598361477]
00080;[9, 1111, 2.279189855372652]
00080;[10, 377, 2.261744596499368]
00080;[11, 975, 2.247701713718537]
00080;[12, 1218, 2.2280060633688064]
00080;[13, 106, 2.225076546860378]
00080;[14, 943, 2.2145819076754636]
00080;[15, 911, 2.20793511488047]
00080;[16, 18, 2.2049458243478735]
00080;[17, 926, 2.1923243584355423]
00080;[18, 1148, 2.191054628652818]
00080;[19, 304, 2.178591252488056]
00080;[20, 931, 2.1766645700701277]
00080;[21, 465, 2.1659193253835065]
00080;[22, 564, 2.1614126223790313]
00080;[23, 490, 2.138514876816645]
00080;[24, 56, 2.092695580983512]
00080;[25, 891, 2.089373578529708]
00080;[26, 31, 2.0770740181658134]
00080;[27, 976, 1.9818507178247011]
00080;[28, 956, 1.8041739500706273]
00080;[29, 307, 1.7817987279298682]
00080;[30, 553, 1.7431313827496786]
00080;[31, 190, 1.674062509958895]
00080;[32, 969, 1.6674874833328523]
00080;[33, 451, 1.6407681245642087]
00080;[34, 1213, 1.6202760421422435]
00080;[35, 630, 1.5819447493565546]
00080;[36, 749, 1.5586373810684695]
00080;[37, 1197, 1.5522465840639152]
00080;[38, 631, 1.549470262996714]
00080;[39, 259, 1.4993646063876982]
00080;[40, 278, 1.4988264263378108]
00080;[41, 673, 1.4705823850038124]
00080;[42, 215, 1.4693195390506422]
00080;[43, 1005, 1.4688194547344866]
00080;[44, 951, 1.4180656469698851]
00080;[45, 315, 1.3890670427292664]
00080;[46, 742, 1.3883479589241854]
00080;[47, 679, 1.3465318968850175]
00080;[48, 1014, 1.323268868650683]
00080;[49, 62, 1.321568722298589]
00080;[50, 840, 1.3162350081948033]
00080;[51, 1222, 1.3138363712389456]
00080;[52, 417, 1.3109588613260996]
00080;[53, 532, 1.2709114493969025]
00080;[54, 633, 1.2665398653790456]
00080;[55, 243, 1.2651888923371757]
00080;[56, 191, 1.2499293129517084]
00080;[57, 803, 1.2336401064215723]
00080;[58, 1053, 1.2147472187708972]
00080;[59, 528, 1.1972387436502556]
00080;[60, 919, 1.1965835514838377]
00080;[61, 864, 1.1892748709064533]
00080;[62, 108, 1.1834203415427513]
00080;[63, 525, 1.1822957462133032]
00080;[64, 47, 1.1669466685708185]
00080;[65, 690, 1.1662789095628434]
00080;[66, 587, 1.1484288349422045]
00080;[67, 1206, 1.1441958028965937]
00080;[68, 1090, 1.143819318974338]
00080;[69, 574, 1.143064338771492]
00080;[70, 1044, 1.1426153774248398]
00080;[71, 60, 1.1392551494233194]
00080;[72, 61, 1.1186672593922873]
00080;[73, 266, 1.1092910943983534]
00080;[74, 739, 1.0922454700275124]
00080;[75, 1046, 1.0899304911353902]
00080;[76, 1086, 1.0890771313376086]
00080;[77, 313, 1.0890303764792681]
